"Dist Code","Year","State Code","State Name","Dist Name","JANUARY ACTUAL (Millimeters)","FEBRUARY ACTUAL (Millimeters)","MARCH ACTUAL (Millimeters)","APRIL ACTUAL (Millimeters)","MAY ACTUAL (Millimeters)","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"138","1980","3","Gujarat","Surendranagar","6.54","3.11","2.28","2.12","1.84","173.68","147.61","120.52","69.36","20.14","11.43","19.1"
"138","1981","3","Gujarat","Surendranagar","7.16","3.04","40.84","2.13","2.48","44.5","155.35","134.51","117.34","84.85","47.65","15.09"
"138","1982","3","Gujarat","Surendranagar","10.57","5.49","6.51","3.4","27.57","14.1","148.69","103.55","25.31","8.11","67.92","2.7"
"138","1983","3","Gujarat","Surendranagar","2.59","1.72","1.38","2.04","1.25","71.36","144.8","132.0","113.59","80.08","27.12","14.2"
"138","1984","3","Gujarat","Surendranagar","8.54","5.45","3.81","2.84","2.2","30.71","144.66","131.61","115.36","27.36","11.28","6.53"
"138","1985","3","Gujarat","Surendranagar","4.37","3.16","2.44","2.02","13.4","20.15","132.91","123.67","27.43","18.92","1.01","0.83"
"138","1986","3","Gujarat","Surendranagar","0.72","0.64","0.96","0.48","3.24","145.31","42.74","77.13","5.14","0.47","0.8","0.83"
"138","1987","3","Gujarat","Surendranagar","0.37","0.44","7.9","0.17","2.06","12.81","29.16","79.08","2.33","0.74","0.24","9.93"
"138","1988","3","Gujarat","Surendranagar","0.24","0.11","0.12","0.92","0.1","24.0","150.23","123.57","128.3","71.2","22.08","11.42"
"138","1989","3","Gujarat","Surendranagar","9.5","4.63","5.2","2.56","2.08","74.64","149.8","124.55","59.06","16.57","8.75","5.61"
"138","1990","3","Gujarat","Surendranagar","3.94","3.54","2.28","1.81","13.89","17.31","110.54","130.97","125.44","76.72","32.02","26.45"
"138","1991","3","Gujarat","Surendranagar","9.37","5.84","4.01","3.0","2.34","12.18","141.01","84.67","33.7","10.79","6.62","7.38"
"138","1992","3","Gujarat","Surendranagar","7.64","2.51","1.98","1.6","1.57","16.16","153.37","115.12","137.51","79.33","26.51","12.11"
"138","1993","3","Gujarat","Surendranagar","7.51","5.07","3.57","2.66","2.15","15.86","155.18","95.67","98.45","26.94","22.62","5.9"
"138","1994","3","Gujarat","Surendranagar","9.76","3.02","2.32","1.93","1.67","46.0","146.78","132.32","139.97","88.91","35.7","15.47"
"138","1995","3","Gujarat","Surendranagar","10.13","5.68","7.7","3.11","2.41","7.55","147.58","61.05","60.55","10.44","6.93","5.24"
"138","1996","3","Gujarat","Surendranagar","3.19","1.98","1.74","1.34","2.27","85.83","150.46","119.38","99.14","50.85","12.89","7.49"
"138","1997","3","Gujarat","Surendranagar","10.78","3.56","9.38","3.31","6.58","88.82","126.75","129.05","133.22","27.36","13.41","6.73"
"138","1998","3","Gujarat","Surendranagar","4.24","3.49","7.61","1.89","1.62","73.29","147.49","128.8","133.1","93.65","37.49","19.08"
"138","1999","3","Gujarat","Surendranagar","11.08","7.06","4.47","3.24","4.13","101.54","146.0","29.95","30.27","49.82","2.92","1.38"
"138","2000","3","Gujarat","Surendranagar","1.15","0.98","0.83","0.72","1.63","38.9","143.79","114.26","70.26","26.24","11.74","7.65"
"138","2001","3","Gujarat","Surendranagar","4.7","3.4","2.94","2.82","25.63","139.35","135.77","95.05","19.66","23.6","5.33","3.76"
"138","2002","3","Gujarat","Surendranagar","2.81","2.23","2.35","1.48","1.21","75.59","32.24","94.03","40.0","0.6","1.15","2.16"
"138","2003","3","Gujarat","Surendranagar","0.74","1.85","0.35","0.33","0.33","40.54","132.56","125.82","93.43","49.84","18.64","10.22"
"138","2004","3","Gujarat","Surendranagar","8.39","4.39","3.2","2.45","7.75","72.9","130.62","127.73","79.38","48.63","14.99","8.41"
"138","2005","3","Gujarat","Surendranagar","5.8","3.83","3.0","2.26","2.55","113.11","146.35","127.58","134.5","78.49","33.33","18.23"
"138","2006","3","Gujarat","Surendranagar","11.32","7.07","57.3","3.37","2.87","66.63","136.83","125.14","123.33","80.09","33.49","19.83"
"138","2007","3","Gujarat","Surendranagar","11.65","7.65","16.55","3.42","3.9","74.42","137.96","121.99","127.74","79.63","34.86","19.4"
"138","2008","3","Gujarat","Surendranagar","11.27","6.86","4.59","4.14","2.91","43.56","143.04","118.91","129.57","73.12","30.07","16.55"
"138","2009","3","Gujarat","Surendranagar","8.04","5.25","4.83","2.79","2.5","49.78","133.38","113.15","86.64","35.26","19.15","7.98"
"138","2010","3","Gujarat","Surendranagar","5.58","3.71","2.73","2.15","1.76","50.98","129.55","115.69","125.27","85.42","59.48","25.06"
"138","2011","3","Gujarat","Surendranagar","16.18","9.39","5.77","4.0","2.99","47.4","133.27","122.92","112.9","67.56","25.19","12.76"
"138","2012","3","Gujarat","Surendranagar","7.73","5.07","3.61","3.02","2.31","20.84","54.84","98.68","126.53","45.04","17.62","10.96"
"138","2013","3","Gujarat","Surendranagar","6.24","4.07","20.2","2.8","1.9","79.24","129.39","112.48","136.45","86.75","38.21","19.21"
"138","2014","3","Gujarat","Surendranagar","15.32","7.59","4.96","4.43","2.82","9.3","140.49","113.51","125.64","85.14","37.73","21.41"
"138","2015","3","Gujarat","Surendranagar","17.93","8.24","17.5","5.84","4.73","111.53","149.17","53.58","95.82","9.61","8.27","4.05"
"518","1958","3","Gujarat","Gandhinagar","39.89","38.62","24.44","14.76","9.04","61.02","133.84","118.2","135.61","105.27","60.48","40.65"
"518","1959","3","Gujarat","Gandhinagar","40.93","37.94","24.08","17.53","9.12","55.94","134.86","121.53","132.9","105.08","57.67","44.22"
"518","1960","3","Gujarat","Gandhinagar","42.2","37.75","20.09","12.0","9.83","105.65","136.45","116.25","80.83","16.46","7.75","6.29"
"518","1961","3","Gujarat","Gandhinagar","4.25","7.77","2.71","2.24","3.88","91.33","129.18","118.03","132.34","85.32","50.13","42.47"
"518","1962","3","Gujarat","Gandhinagar","32.62","30.24","51.12","12.11","10.4","36.03","133.98","118.94","132.19","64.51","35.73","25.24"
"518","1963","3","Gujarat","Gandhinagar","23.98","12.92","26.49","8.3","6.51","47.18","138.49","122.72","137.03","99.22","60.7","49.17"
"518","1964","3","Gujarat","Gandhinagar","41.43","30.75","16.16","10.17","13.84","41.62","135.82","124.38","131.91","79.63","53.15","36.9"
"518","1965","3","Gujarat","Gandhinagar","37.9","18.22","24.25","8.93","6.44","7.45","137.48","119.5","92.89","75.01","42.9","26.29"
"518","1966","3","Gujarat","Gandhinagar","15.4","9.35","6.58","4.91","8.71","73.61","138.29","68.06","137.26","67.71","40.88","24.14"
"518","1967","3","Gujarat","Gandhinagar","13.92","9.01","34.53","5.29","3.71","104.28","132.73","119.76","124.73","76.29","40.52","42.09"
"518","1968","3","Gujarat","Gandhinagar","31.08","31.41","33.28","11.45","7.75","11.05","132.76","123.17","70.32","34.99","17.07","10.55"
"518","1969","3","Gujarat","Gandhinagar","7.23","5.91","4.07","3.22","2.62","55.98","134.85","96.92","119.89","18.75","12.42","10.63"
"518","1970","3","Gujarat","Gandhinagar","5.65","5.5","4.59","3.62","6.04","150.88","131.9","115.49","129.68","82.58","43.55","32.45"
"518","1971","3","Gujarat","Gandhinagar","34.1","35.56","26.39","14.54","13.5","139.4","127.42","117.0","115.98","58.34","25.92","25.44"
"518","1972","3","Gujarat","Gandhinagar","14.91","12.45","6.69","4.97","4.5","36.83","136.79","123.39","31.89","12.54","8.25","5.89"
"518","1973","3","Gujarat","Gandhinagar","9.22","4.33","2.81","2.31","6.49","97.51","129.49","122.1","128.68","80.15","44.69","43.28"
"518","1974","3","Gujarat","Gandhinagar","32.43","32.08","18.88","11.41","51.31","32.0","86.68","58.18","57.9","30.71","1.91","6.75"
"518","1975","3","Gujarat","Gandhinagar","1.61","1.25","1.08","0.96","0.9","137.37","130.75","119.99","133.68","110.22","52.41","37.55"
"518","1976","3","Gujarat","Gandhinagar","38.74","36.49","24.4","12.94","8.55","144.41","136.15","123.36","125.5","81.2","59.03","35.23"
"518","1977","3","Gujarat","Gandhinagar","40.43","29.16","15.44","11.78","32.76","143.07","132.83","122.92","136.44","80.62","50.77","32.35"
"518","1978","3","Gujarat","Gandhinagar","33.65","34.04","18.84","16.38","7.72","98.42","129.46","121.24","88.05","68.63","47.2","33.09"
"518","1979","3","Gujarat","Gandhinagar","17.61","16.57","7.39","6.2","6.71","64.5","97.97","121.01","83.52","52.39","51.05","13.95"
"518","1980","3","Gujarat","Gandhinagar","9.61","7.35","4.73","3.68","3.09","180.65","134.69","121.82","78.48","48.54","24.96","30.68"
"518","1981","3","Gujarat","Gandhinagar","11.27","6.58","24.07","4.21","7.91","49.31","139.62","122.53","121.62","91.53","57.76","40.26"
"518","1982","3","Gujarat","Gandhinagar","39.16","31.75","19.64","14.61","39.04","23.79","139.21","122.35","61.25","39.81","52.87","11.68"
"518","1983","3","Gujarat","Gandhinagar","9.11","5.71","4.34","6.03","4.89","56.37","136.37","123.15","129.72","93.18","49.03","39.89"
"518","1984","3","Gujarat","Gandhinagar","37.98","33.2","17.06","10.6","7.29","27.35","135.48","122.17","112.49","74.91","44.47","34.09"
"518","1985","3","Gujarat","Gandhinagar","31.71","19.13","12.35","9.29","10.63","18.75","141.49","122.49","69.31","60.48","17.56","11.3"
"518","1986","3","Gujarat","Gandhinagar","7.63","5.65","4.2","3.3","10.13","169.52","107.21","110.18","7.36","2.41","1.44","1.35"
"518","1987","3","Gujarat","Gandhinagar","1.62","2.35","6.58","0.74","5.48","24.79","45.3","125.83","3.68","3.78","1.43","16.28"
"518","1988","3","Gujarat","Gandhinagar","1.42","0.75","0.75","6.24","0.6","39.35","136.96","126.54","132.89","84.02","45.27","35.86"
"518","1989","3","Gujarat","Gandhinagar","31.95","22.25","17.63","8.52","6.5","72.75","137.32","121.34","86.41","62.65","36.25","23.99"
"518","1990","3","Gujarat","Gandhinagar","15.44","12.77","6.79","5.03","22.78","25.65","139.52","120.75","133.62","83.26","54.78","46.9"
"518","1991","3","Gujarat","Gandhinagar","35.78","33.51","19.18","11.54","7.82","27.99","131.22","105.2","82.27","57.37","35.47","22.11"
"518","1992","3","Gujarat","Gandhinagar","14.79","8.79","6.15","4.61","4.61","21.66","139.84","115.41","134.5","76.77","45.26","29.22"
"518","1993","3","Gujarat","Gandhinagar","24.68","15.53","9.53","6.71","5.41","30.15","138.4","103.71","132.68","78.82","51.61","34.57"
"518","1994","3","Gujarat","Gandhinagar","34.39","17.1","10.54","7.64","5.63","81.84","133.14","121.64","135.42","87.6","57.94","36.13"
"518","1995","3","Gujarat","Gandhinagar","36.22","23.34","24.43","9.93","7.05","18.11","138.35","97.49","102.87","40.28","19.51","15.26"
"518","1996","3","Gujarat","Gandhinagar","8.58","5.54","5.25","3.58","4.32","94.15","138.43","123.95","122.48","92.98","45.97","36.08"
"518","1997","3","Gujarat","Gandhinagar","39.82","25.76","15.41","14.45","17.78","120.04","134.77","125.13","131.07","58.01","33.62","22.42"
"518","1998","3","Gujarat","Gandhinagar","13.15","10.12","8.24","5.36","4.11","90.95","132.39","123.95","137.78","98.67","53.41","42.12"
"518","1999","3","Gujarat","Gandhinagar","38.07","36.23","18.27","11.15","10.92","132.7","136.24","73.4","74.81","82.3","16.25","10.18"
"518","2000","3","Gujarat","Gandhinagar","7.02","5.34","3.97","3.22","4.02","55.1","130.73","111.76","84.79","67.87","38.09","24.18"
"518","2001","3","Gujarat","Gandhinagar","16.98","10.51","8.14","10.38","32.9","166.71","128.34","118.07","58.46","57.18","19.01","11.4"
"518","2002","3","Gujarat","Gandhinagar","7.7","5.96","5.34","4.01","2.83","104.13","51.33","101.5","86.34","1.29","1.8","1.41"
"518","2003","3","Gujarat","Gandhinagar","1.22","8.98","0.73","0.65","0.85","53.02","129.4","121.29","102.49","73.06","41.33","31.34"
"518","2004","3","Gujarat","Gandhinagar","27.64","19.52","11.69","7.94","15.25","85.02","127.98","121.55","87.69","68.7","37.35","26.16"
"518","2005","3","Gujarat","Gandhinagar","24.58","16.3","11.18","7.71","5.93","165.91","134.43","119.88","133.0","79.66","43.86","33.77"
"518","2006","3","Gujarat","Gandhinagar","31.7","32.88","54.41","12.25","9.95","98.94","131.76","120.25","129.77","79.64","45.17","37.78"
"518","2007","3","Gujarat","Gandhinagar","33.87","32.73","23.2","12.14","11.65","75.93","132.46","118.95","128.0","76.99","45.8","36.31"
"518","2008","3","Gujarat","Gandhinagar","33.23","29.35","18.3","15.66","9.65","51.62","130.54","117.36","129.09","66.7","43.09","29.82"
"518","2009","3","Gujarat","Gandhinagar","25.04","16.79","12.12","7.17","7.22","24.26","128.62","118.99","85.77","60.11","28.69","18.4"
"518","2010","3","Gujarat","Gandhinagar","14.11","8.9","6.17","4.96","3.8","57.83","128.31","115.1","130.59","86.41","58.22","35.59"
"518","2011","3","Gujarat","Gandhinagar","34.49","34.51","22.8","13.11","9.05","25.7","125.97","118.69","125.4","78.84","45.87","32.69"
"518","2012","3","Gujarat","Gandhinagar","29.95","27.72","15.5","12.09","8.49","32.65","92.44","119.25","129.21","73.66","40.71","33.93"
"518","2013","3","Gujarat","Gandhinagar","30.59","29.58","21.41","13.35","7.55","100.42","124.25","118.15","135.41","102.06","53.49","37.66"
"518","2014","3","Gujarat","Gandhinagar","48.21","35.13","30.06","21.87","10.91","10.3","133.03","112.93","127.82","83.14","44.7","35.24"
"518","2015","3","Gujarat","Gandhinagar","37.95","33.42","32.79","26.03","13.28","115.08","137.18","87.15","114.38","55.45","29.23","18.42"
"1001","1958","3","Gujarat","Anand","45.79","40.66","28.7","16.12","10.46","73.18","131.95","121.53","135.58","116.07","71.8","47.45"
"1001","1959","3","Gujarat","Anand","46.17","39.82","28.39","17.07","10.53","72.43","133.02","124.33","133.93","115.41","70.27","54.02"
"1001","1960","3","Gujarat","Anand","48.65","40.65","24.17","14.55","11.75","127.08","134.94","108.93","116.14","28.03","12.89","8.75"
"1001","1961","3","Gujarat","Anand","6.17","10.51","3.7","3.01","3.71","77.33","128.71","124.18","133.46","95.42","60.52","49.1"
"1001","1962","3","Gujarat","Anand","36.33","29.73","40.67","14.62","10.06","42.98","131.67","114.9","133.11","72.59","43.95","30.71"
"1001","1963","3","Gujarat","Anand","32.49","16.99","27.18","9.18","6.46","38.04","135.04","123.46","136.5","101.04","68.08","52.22"
"1001","1964","3","Gujarat","Anand","43.71","31.89","18.87","11.76","11.46","55.32","132.17","124.12","131.31","86.64","64.53","44.34"
"1001","1965","3","Gujarat","Anand","39.93","26.6","18.54","10.9","7.81","7.81","133.02","122.28","89.36","79.85","52.2","34.36"
"1001","1966","3","Gujarat","Anand","22.07","13.06","8.86","6.83","6.01","71.06","133.93","75.85","136.17","74.48","48.69","32.79"
"1001","1967","3","Gujarat","Anand","22.16","14.3","19.96","8.38","5.08","107.61","130.75","122.32","118.35","81.52","47.26","42.49"
"1001","1968","3","Gujarat","Anand","32.61","31.28","24.55","12.3","8.39","23.72","131.29","124.52","87.39","57.66","31.27","20.62"
"1001","1969","3","Gujarat","Anand","15.37","10.16","7.09","5.33","4.16","75.65","132.11","100.35","131.62","48.72","31.64","22.79"
"1001","1970","3","Gujarat","Anand","15.33","11.77","15.32","6.08","9.74","167.26","131.23","119.33","130.88","88.13","54.26","40.73"
"1001","1971","3","Gujarat","Anand","39.54","38.17","28.33","16.01","17.24","136.61","129.14","121.2","129.4","61.88","32.72","28.33"
"1001","1972","3","Gujarat","Anand","19.1","16.46","9.44","6.74","5.07","36.78","134.55","119.71","35.66","13.36","8.29","5.84"
"1001","1973","3","Gujarat","Anand","7.28","5.84","2.79","2.31","5.1","74.08","128.66","122.37","127.62","90.08","55.83","48.74"
"1001","1974","3","Gujarat","Anand","37.29","32.5","21.29","12.87","27.29","29.54","116.36","55.71","73.3","25.2","2.47","6.28"
"1001","1975","3","Gujarat","Anand","1.93","1.76","1.37","1.21","1.1","102.07","119.38","120.18","130.4","118.69","61.04","42.35"
"1001","1976","3","Gujarat","Anand","41.1","35.09","26.09","14.02","9.32","182.1","132.61","123.58","129.55","90.0","76.23","44.59"
"1001","1977","3","Gujarat","Anand","45.08","36.14","24.27","16.62","17.46","125.47","130.18","122.23","133.91","85.14","57.96","36.97"
"1001","1978","3","Gujarat","Anand","35.91","32.21","20.59","19.61","8.51","127.67","129.7","123.86","83.79","63.61","47.71","30.65"
"1001","1979","3","Gujarat","Anand","17.46","19.86","7.49","6.65","5.36","94.53","105.18","124.25","95.02","57.55","72.97","21.64"
"1001","1980","3","Gujarat","Anand","15.77","11.15","7.01","5.53","4.38","165.14","131.13","121.05","79.36","55.37","32.41","31.02"
"1001","1981","3","Gujarat","Anand","16.21","9.33","13.54","6.43","4.43","74.4","134.35","124.18","127.99","106.64","65.89","46.61"
"1001","1982","3","Gujarat","Anand","43.96","34.35","24.01","17.05","25.58","24.63","134.83","124.06","49.43","34.8","60.55","10.75"
"1001","1983","3","Gujarat","Anand","8.0","5.56","4.29","5.93","2.81","104.78","134.1","123.39","128.78","105.14","61.82","48.11"
"1001","1984","3","Gujarat","Anand","44.41","39.18","23.13","13.75","9.25","52.88","131.21","124.79","125.8","75.0","47.87","34.93"
"1001","1985","3","Gujarat","Anand","30.29","21.0","12.82","9.74","10.21","11.49","136.62","125.16","71.76","68.56","24.56","17.35"
"1001","1986","3","Gujarat","Anand","11.86","8.25","5.79","4.43","6.13","186.7","95.38","115.49","19.52","4.64","4.21","3.07"
"1001","1987","3","Gujarat","Anand","2.85","3.58","3.32","1.33","2.9","26.49","69.22","129.23","15.87","11.01","5.74","14.23"
"1001","1988","3","Gujarat","Anand","3.06","2.46","2.1","6.9","1.55","52.36","133.42","126.46","133.39","89.41","52.8","42.47"
"1001","1989","3","Gujarat","Anand","37.59","28.0","21.22","10.89","7.86","101.24","133.53","121.88","88.0","65.02","40.01","26.55"
"1001","1990","3","Gujarat","Anand","20.14","16.3","8.67","6.28","15.2","32.87","137.5","121.38","132.26","89.64","63.16","48.49"
"1001","1991","3","Gujarat","Anand","39.64","33.46","22.08","13.45","9.06","34.72","126.95","104.52","77.31","59.42","37.05","23.52"
"1001","1992","3","Gujarat","Anand","18.35","10.49","7.34","5.48","4.65","28.34","136.83","120.61","135.12","84.68","55.74","34.84"
"1001","1993","3","Gujarat","Anand","29.4","22.23","13.37","8.62","6.42","31.13","134.99","105.09","134.72","86.05","61.33","41.08"
"1001","1994","3","Gujarat","Anand","37.54","24.0","14.05","10.05","7.01","88.83","130.82","125.16","136.48","96.95","69.14","43.32"
"1001","1995","3","Gujarat","Anand","41.7","29.11","24.19","12.19","8.22","22.07","135.6","96.5","117.48","49.38","26.67","16.84"
