"Dist Code","Year","State Code","State Name","Dist Name","JANUARY ACTUAL (Millimeters)","FEBRUARY ACTUAL (Millimeters)","MARCH ACTUAL (Millimeters)","APRIL ACTUAL (Millimeters)","MAY ACTUAL (Millimeters)","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"130","1959","3","Gujarat","Junagadh","19.91","10.39","6.53","4.58","5.48","92.7","133.0","115.98","128.13","104.57","54.15","31.44"
"130","1960","3","Gujarat","Junagadh","13.95","8.14","5.41","3.88","3.2","144.72","131.86","93.99","93.11","42.98","16.11","8.99"
"130","1961","3","Gujarat","Junagadh","5.87","5.8","3.08","2.4","3.08","136.54","129.05","123.27","128.15","96.92","52.66","27.63"
"130","1962","3","Gujarat","Junagadh","12.84","7.66","31.03","3.84","3.38","36.05","130.71","120.31","127.25","84.36","49.54","22.48"
"130","1963","3","Gujarat","Junagadh","10.66","6.66","6.36","3.38","2.85","47.3","132.07","123.94","107.25","108.05","59.55","19.93"
"130","1964","3","Gujarat","Junagadh","10.36","6.51","4.51","3.33","4.87","157.12","128.09","123.83","124.98","86.45","46.58","17.63"
"130","1965","3","Gujarat","Junagadh","9.66","6.16","4.69","3.27","2.93","2.18","133.05","121.15","109.81","80.93","34.24","13.47"
"130","1966","3","Gujarat","Junagadh","7.94","5.29","3.81","2.92","4.07","120.37","129.81","67.15","114.55","30.89","13.14","7.72"
"130","1967","3","Gujarat","Junagadh","5.15","3.72","8.39","2.36","1.79","135.68","133.5","105.92","86.69","46.53","16.96","35.22"
"130","1968","3","Gujarat","Junagadh","6.07","4.38","6.33","2.45","1.96","13.67","133.1","127.63","99.83","81.07","30.74","13.66"
"130","1969","3","Gujarat","Junagadh","8.02","5.34","3.83","2.9","2.27","61.8","131.94","96.14","77.07","32.57","18.22","13.78"
"130","1970","3","Gujarat","Junagadh","5.41","4.0","4.8","2.29","8.87","97.59","133.23","122.04","128.34","98.98","53.97","29.59"
"130","1971","3","Gujarat","Junagadh","13.55","7.98","5.32","3.82","4.47","138.84","127.76","118.44","129.35","85.3","43.32","19.76"
"130","1972","3","Gujarat","Junagadh","10.35","8.48","4.52","3.34","3.01","130.88","135.85","76.53","28.98","11.97","7.14","4.82"
"130","1973","3","Gujarat","Junagadh","3.52","2.69","2.1","1.71","2.84","53.17","132.6","108.71","107.05","68.42","24.62","11.87"
"130","1974","3","Gujarat","Junagadh","7.21","4.9","3.57","2.75","7.97","12.06","116.65","51.85","42.57","48.22","1.06","3.58"
"130","1975","3","Gujarat","Junagadh","0.79","0.69","0.62","0.54","0.89","115.92","112.58","118.8","126.47","112.99","33.37","16.29"
"130","1976","3","Gujarat","Junagadh","8.97","5.74","8.22","3.01","2.34","91.87","132.61","123.62","116.0","59.23","41.43","11.16"
"130","1977","3","Gujarat","Junagadh","6.79","4.62","3.37","3.08","5.63","112.77","129.51","120.71","129.39","86.19","50.43","18.89"
"130","1978","3","Gujarat","Junagadh","10.06","6.52","4.44","3.79","2.54","157.19","128.7","121.59","83.57","76.9","36.02","14.0"
"130","1979","3","Gujarat","Junagadh","7.25","6.35","3.58","2.83","2.33","168.35","84.69","125.77","112.58","82.82","77.89","23.64"
"130","1980","3","Gujarat","Junagadh","11.69","7.31","4.85","3.96","2.81","149.2","131.91","118.5","94.62","69.72","24.88","36.67"
"130","1981","3","Gujarat","Junagadh","7.14","4.85","29.24","2.81","2.45","74.13","133.17","122.56","124.64","110.28","74.39","39.9"
"130","1982","3","Gujarat","Junagadh","17.62","9.57","6.4","4.29","15.52","4.4","130.06","124.19","95.8","67.92","74.69","13.16"
"130","1983","3","Gujarat","Junagadh","7.73","5.65","3.72","3.35","2.22","162.56","129.39","122.94","114.38","92.58","44.38","18.84"
"130","1984","3","Gujarat","Junagadh","10.0","6.34","4.41","3.27","2.52","70.71","129.92","119.3","129.36","83.26","43.55","18.46"
"130","1985","3","Gujarat","Junagadh","9.88","6.27","4.38","3.25","14.45","13.73","97.53","121.14","65.6","56.02","7.77","4.95"
"130","1986","3","Gujarat","Junagadh","3.57","2.7","2.16","1.72","1.65","165.82","81.55","105.68","46.78","15.45","9.29","6.69"
"130","1987","3","Gujarat","Junagadh","3.87","2.95","2.93","1.82","1.69","21.98","53.28","102.0","4.45","2.43","0.77","3.23"
"130","1988","3","Gujarat","Junagadh","0.56","0.5","0.45","0.54","0.37","32.87","134.52","116.35","131.78","92.07","44.74","18.47"
"130","1989","3","Gujarat","Junagadh","9.97","6.3","4.66","3.27","2.52","149.98","132.52","105.0","88.28","53.26","18.31","9.85"
"130","1990","3","Gujarat","Junagadh","6.28","4.86","3.26","2.51","10.68","56.19","76.0","120.0","100.69","73.86","30.06","16.23"
"130","1991","3","Gujarat","Junagadh","7.95","5.37","3.82","2.93","2.32","5.98","129.29","104.29","72.47","38.22","15.26","13.26"
"130","1992","3","Gujarat","Junagadh","5.76","4.01","3.01","2.35","1.89","43.43","133.59","120.57","126.83","91.5","50.65","20.23"
"130","1993","3","Gujarat","Junagadh","10.54","6.8","4.58","3.36","2.59","34.02","137.26","87.86","107.08","69.93","25.84","9.64"
"130","1994","3","Gujarat","Junagadh","6.12","4.27","3.15","2.52","2.06","40.95","132.07","121.07","128.75","86.71","46.58","18.14"
"130","1995","3","Gujarat","Junagadh","9.81","6.25","4.37","3.28","2.5","5.81","130.6","94.56","92.92","44.42","19.33","9.12"
"130","1996","3","Gujarat","Junagadh","5.74","4.07","3.06","2.37","2.98","157.56","134.43","100.81","87.06","66.76","17.17","9.39"
"130","1997","3","Gujarat","Junagadh","6.06","4.25","4.5","3.34","2.41","138.67","132.18","123.24","127.51","84.31","49.2","20.28"
"130","1998","3","Gujarat","Junagadh","10.16","6.97","5.17","3.3","2.55","142.18","132.05","122.76","102.61","127.5","53.43","27.6"
"130","1999","3","Gujarat","Junagadh","12.93","7.76","5.15","3.72","3.0","145.95","130.16","56.95","61.27","60.22","5.54","3.72"
"130","2000","3","Gujarat","Junagadh","2.77","2.16","1.73","1.43","1.76","48.94","130.37","122.45","82.69","59.46","18.86","10.52"
"130","2001","3","Gujarat","Junagadh","6.37","4.44","3.28","2.66","19.12","157.71","124.38","112.26","79.57","74.5","19.12","9.97"
"130","2002","3","Gujarat","Junagadh","6.29","4.38","3.24","2.5","2.0","104.05","32.21","121.93","68.76","29.29","13.01","10.41"
"130","2003","3","Gujarat","Junagadh","5.13","3.98","2.81","2.21","1.79","101.82","121.63","117.34","94.79","66.92","22.57","11.3"
"130","2004","3","Gujarat","Junagadh","7.03","4.77","3.49","2.67","4.37","123.37","123.12","121.8","109.1","93.9","45.8","20.58"
"130","2005","3","Gujarat","Junagadh","10.59","6.61","4.7","3.38","2.62","72.91","131.74","114.03","129.45","82.24","45.41","20.65"
"130","2006","3","Gujarat","Junagadh","10.68","6.67","30.51","3.39","2.65","92.91","126.68","118.83","118.61","87.39","44.85","20.2"
"130","2007","3","Gujarat","Junagadh","10.51","7.6","6.3","3.36","2.69","140.49","125.75","116.73","127.38","84.68","45.65","19.2"
"130","2008","3","Gujarat","Junagadh","10.18","6.57","4.47","3.46","2.55","104.52","120.24","113.42","127.69","84.59","47.91","24.79"
"130","2009","3","Gujarat","Junagadh","9.91","6.31","4.55","3.26","2.52","146.03","124.22","120.11","89.8","63.63","36.86","10.68"
"130","2010","3","Gujarat","Junagadh","6.68","4.75","3.39","2.61","2.07","64.1","118.74","113.48","126.55","91.4","77.98","36.27"
"130","2011","3","Gujarat","Junagadh","17.1","9.6","6.05","4.26","3.17","152.55","126.07","120.71","126.91","84.23","46.0","18.21"
"130","2012","3","Gujarat","Junagadh","9.82","6.26","4.37","3.32","2.51","23.55","83.69","76.41","126.57","49.96","17.59","12.26"
"130","2013","3","Gujarat","Junagadh","6.09","4.26","6.13","2.5","1.96","137.14","122.02","114.52","127.81","103.75","54.94","32.74"
"130","2014","3","Gujarat","Junagadh","15.01","8.57","5.79","4.12","3.01","45.66","123.57","115.19","127.13","101.86","58.13","32.13"
"130","2015","3","Gujarat","Junagadh","14.24","8.24","21.25","4.51","3.16","149.72","135.75","74.39","124.1","51.96","20.59","9.53"
"131","1958","3","Gujarat","Kheda","41.53","39.96","26.55","14.99","9.61","73.14","130.37","118.43","132.5","110.56","63.88","43.02"
"131","1959","3","Gujarat","Kheda","42.8","39.05","26.34","15.99","9.79","66.31","130.94","120.85","130.3","110.52","61.11","48.05"
"131","1960","3","Gujarat","Kheda","44.2","39.62","21.73","12.92","11.04","128.77","132.56","119.86","114.43","38.51","17.03","10.79"
"131","1961","3","Gujarat","Kheda","7.27","8.39","4.12","3.27","4.2","80.04","125.88","120.8","130.27","89.16","53.76","45.88"
"131","1962","3","Gujarat","Kheda","34.09","30.57","54.4","12.2","9.72","41.98","129.41","120.62","129.41","83.86","48.24","35.12"
"131","1963","3","Gujarat","Kheda","38.85","23.23","38.96","10.17","7.8","47.95","133.91","120.97","133.09","101.06","60.94","50.91"
"131","1964","3","Gujarat","Kheda","43.0","32.61","18.01","11.12","12.02","47.73","130.47","121.73","129.04","84.46","60.17","42.62"
"131","1965","3","Gujarat","Kheda","36.99","25.05","23.67","9.9","7.3","7.86","132.61","120.61","93.43","80.64","49.67","34.91"
"131","1966","3","Gujarat","Kheda","20.69","12.25","8.26","5.99","7.3","72.31","133.23","80.48","132.79","81.76","53.34","38.42"
"131","1967","3","Gujarat","Kheda","26.14","16.23","33.06","7.66","5.25","112.56","128.71","118.98","124.76","80.33","43.43","41.79"
"131","1968","3","Gujarat","Kheda","32.69","33.54","33.6","13.05","8.68","18.95","129.1","121.17","90.08","57.46","29.81","20.57"
"131","1969","3","Gujarat","Kheda","15.81","10.19","7.02","5.21","4.02","74.96","129.86","111.58","128.6","55.55","33.5","23.81"
"131","1970","3","Gujarat","Kheda","17.44","12.8","17.44","6.25","11.05","163.08","128.31","115.25","126.78","80.93","44.35","33.72"
"131","1971","3","Gujarat","Kheda","34.74","35.97","26.66","14.86","16.27","145.24","126.1","117.81","124.75","71.28","35.12","35.29"
"131","1972","3","Gujarat","Kheda","24.14","20.59","11.79","7.97","6.07","36.51","132.86","122.68","55.11","25.55","14.07","9.13"
"131","1973","3","Gujarat","Kheda","8.16","6.02","3.78","3.03","6.17","83.98","125.61","119.36","125.2","82.96","47.09","44.51"
"131","1974","3","Gujarat","Kheda","33.46","32.7","19.91","11.97","38.37","32.34","115.67","64.73","77.87","31.94","2.27","6.3"
"131","1975","3","Gujarat","Kheda","1.7","1.49","1.24","1.09","0.98","114.82","126.18","117.88","128.73","115.49","56.38","40.34"
"131","1976","3","Gujarat","Kheda","38.93","37.99","27.34","14.24","9.29","173.19","131.73","121.17","128.12","84.92","64.88","39.35"
"131","1977","3","Gujarat","Kheda","39.57","33.26","20.45","13.86","22.77","136.14","128.61","121.14","131.96","82.07","52.34","33.71"
"131","1978","3","Gujarat","Kheda","34.52","33.58","20.66","16.08","8.25","114.77","126.74","120.49","94.22","79.32","54.73","37.77"
"131","1979","3","Gujarat","Kheda","27.14","19.83","9.72","7.34","6.87","82.22","112.07","120.5","96.79","65.18","62.36","23.57"
"131","1980","3","Gujarat","Kheda","17.09","11.39","7.31","5.39","4.37","173.4","130.66","119.56","90.3","67.97","37.58","32.88"
"131","1981","3","Gujarat","Kheda","19.04","11.29","19.5","6.17","6.05","68.5","134.16","120.88","125.11","100.36","60.51","45.19"
"131","1982","3","Gujarat","Kheda","41.92","36.3","24.89","15.66","31.98","25.47","133.72","122.61","63.57","47.59","54.66","13.7"
"131","1983","3","Gujarat","Kheda","9.32","6.41","4.81","5.37","3.35","86.86","132.09","120.45","127.12","98.84","53.28","43.28"
"131","1984","3","Gujarat","Kheda","41.04","38.15","20.65","12.31","8.28","39.48","130.62","121.78","124.75","80.14","50.03","38.68"
"131","1985","3","Gujarat","Kheda","36.86","25.64","15.24","10.43","10.73","11.85","137.02","122.02","84.28","77.58","29.47","23.52"
"131","1986","3","Gujarat","Kheda","15.6","10.07","6.93","5.14","8.66","179.15","119.9","122.31","21.67","7.2","5.09","3.77"
"131","1987","3","Gujarat","Kheda","3.1","3.37","6.41","1.68","4.6","29.39","68.92","128.13","15.24","11.73","6.08","14.49"
"131","1988","3","Gujarat","Kheda","3.48","2.72","2.46","5.21","1.7","51.22","132.27","125.43","130.43","89.84","49.4","41.52"
"131","1989","3","Gujarat","Kheda","36.25","29.46","24.33","10.68","7.86","91.61","132.71","119.39","96.11","73.82","44.95","31.24"
"131","1990","3","Gujarat","Kheda","25.95","17.8","10.08","7.04","20.05","32.44","136.18","119.62","130.08","85.4","57.02","45.11"
"131","1991","3","Gujarat","Kheda","36.68","33.21","20.46","12.15","8.26","35.79","126.61","110.6","85.67","65.62","41.41","26.68"
"131","1992","3","Gujarat","Kheda","19.41","11.6","7.85","5.73","5.21","27.18","135.24","118.62","131.77","88.49","56.22","36.59"
"131","1993","3","Gujarat","Kheda","33.01","25.17","15.05","9.2","6.93","34.04","133.88","108.83","134.65","86.73","58.76","41.4"
"131","1994","3","Gujarat","Kheda","36.48","25.44","14.35","9.7","6.98","93.34","129.12","122.0","132.2","89.86","60.41","37.39"
"131","1995","3","Gujarat","Kheda","36.86","24.42","27.24","9.97","7.47","23.13","134.48","108.01","120.45","64.14","33.47","21.39"
"131","1996","3","Gujarat","Kheda","11.99","7.77","7.31","4.43","4.51","83.55","133.06","121.62","126.72","100.73","52.05","43.25"
"131","1997","3","Gujarat","Kheda","41.33","34.13","19.91","14.98","15.36","116.16","131.89","123.78","129.46","75.5","47.4","37.77"
"131","1998","3","Gujarat","Kheda","29.45","18.24","13.14","7.76","6.15","92.51","129.11","122.24","132.81","102.42","56.02","44.54"
"131","1999","3","Gujarat","Kheda","39.16","36.81","20.05","12.03","10.34","142.7","131.7","79.68","99.44","90.86","29.08","20.56"
"131","2000","3","Gujarat","Kheda","13.44","8.82","6.23","4.71","5.27","73.95","126.81","119.44","86.49","74.36","42.51","27.63"
"131","2001","3","Gujarat","Kheda","22.23","13.69","10.39","9.32","24.87","171.49","125.44","117.45","66.85","69.22","31.48","19.19"
"131","2002","3","Gujarat","Kheda","11.86","8.42","8.34","5.02","3.6","116.94","59.82","119.19","104.26","4.32","3.91","2.96"
"131","2003","3","Gujarat","Kheda","2.3","7.45","1.61","1.39","1.49","62.94","125.55","119.7","109.97","78.65","45.04","35.54"
"131","2004","3","Gujarat","Kheda","31.7","25.22","14.95","9.64","13.57","92.95","125.03","119.46","90.81","75.78","42.51","30.81"
"131","2005","3","Gujarat","Kheda","28.79","22.54","15.5","9.26","6.88","170.09","129.34","118.71","128.69","80.81","45.47","35.71"
"131","2006","3","Gujarat","Kheda","33.33","33.55","58.88","13.05","10.79","106.59","127.53","118.74","125.27","80.85","46.59","39.37"
"131","2007","3","Gujarat","Kheda","35.62","33.19","23.62","12.99","11.83","81.78","127.93","117.53","126.87","79.51","48.75","38.91"
"131","2008","3","Gujarat","Kheda","35.3","31.31","20.28","14.38","9.04","51.53","126.49","116.62","125.22","80.06","54.55","37.95"
"131","2009","3","Gujarat","Kheda","34.04","30.56","20.79","11.29","9.86","30.98","125.86","121.93","99.19","75.58","41.88","26.96"
"131","2010","3","Gujarat","Kheda","26.2","18.07","11.07","7.7","5.77","60.37","123.96","114.46","127.65","87.37","61.79","37.5"
"131","2011","3","Gujarat","Kheda","36.15","35.06","24.51","13.89","9.35","42.78","123.27","117.06","126.57","82.39","50.56","36.55"
"131","2012","3","Gujarat","Kheda","32.88","31.27","18.84","12.58","9.38","34.86","116.28","119.59","125.66","78.53","44.7","37.41"
"131","2013","3","Gujarat","Kheda","33.91","32.43","23.7","13.48","8.46","114.1","121.5","117.47","131.07","106.65","57.26","40.73"
"131","2014","3","Gujarat","Kheda","48.41","35.74","30.88","19.79","11.01","11.71","131.18","118.58","125.67","87.15","47.26","37.93"
"131","2015","3","Gujarat","Kheda","36.52","33.93","34.81","21.47","12.05","126.41","136.38","92.66","124.45","70.35","38.58","26.69"
"132","1958","3","Gujarat","Kutch","4.74","2.21","1.62","1.5","1.4","10.62","149.75","66.72","144.34","53.1","14.31","13.42"
"132","1959","3","Gujarat","Kutch","4.4","2.24","1.55","1.94","0.96","28.77","146.26","125.14","142.42","72.69","22.04","6.63"
"132","1960","3","Gujarat","Kutch","4.15","2.73","2.83","1.54","1.25","25.59","103.69","30.38","17.66","0.93","0.5","0.81"
"132","1961","3","Gujarat","Kutch","0.83","4.17","0.3","0.4","0.37","78.04","141.27","129.84","140.33","69.09","13.72","6.66"
"132","1962","3","Gujarat","Kutch","4.03","2.74","24.98","1.56","2.24","4.23","120.52","93.81","106.69","10.91","5.47","6.72"
"132","1963","3","Gujarat","Kutch","1.36","1.01","3.32","0.84","0.57","4.62","48.57","83.35","91.15","30.31","14.78","1.76"
"132","1964","3","Gujarat","Kutch","1.34","0.82","0.58","0.47","1.76","42.16","147.78","136.93","68.86","16.05","6.14","4.05"
"132","1965","3","Gujarat","Kutch","5.25","1.78","3.63","2.72","1.13","0.85","153.24","116.74","46.47","10.74","5.82","3.48"
"132","1966","3","Gujarat","Kutch","2.54","2.07","1.39","1.1","0.97","36.34","137.47","13.01","65.81","4.76","1.98","1.38"
"132","1967","3","Gujarat","Kutch","1.03","0.82","29.16","0.67","0.47","22.91","147.76","115.13","73.93","12.48","6.52","19.29"
"132","1968","3","Gujarat","Kutch","4.33","2.42","4.86","1.15","1.22","1.8","63.51","86.43","12.78","1.86","0.47","0.54"
"132","1969","3","Gujarat","Kutch","0.35","0.9","0.27","0.25","0.23","5.81","113.16","25.41","13.07","1.07","8.13","3.08"
"132","1970","3","Gujarat","Kutch","0.66","1.23","1.72","0.84","1.05","28.7","128.75","132.06","135.76","64.81","13.48","6.39"
"132","1971","3","Gujarat","Kutch","4.58","2.61","1.91","1.46","1.98","38.34","146.36","101.24","54.85","11.48","5.08","3.41"
"132","1972","3","Gujarat","Kutch","2.15","5.81","1.23","1.02","0.96","32.27","76.13","30.28","1.39","0.38","0.33","0.82"
"132","1973","3","Gujarat","Kutch","2.02","0.34","0.22","0.2","0.8","26.37","139.6","92.27","59.41","9.97","3.56","2.34"
"132","1974","3","Gujarat","Kutch","1.48","1.1","0.86","0.71","5.05","3.13","12.02","23.28","30.66","17.07","0.25","2.88"
"132","1975","3","Gujarat","Kutch","1.17","0.64","0.42","0.14","0.15","40.83","68.33","130.24","137.32","67.94","9.66","4.66"
"132","1976","3","Gujarat","Kutch","7.44","3.12","5.65","1.09","0.87","22.61","148.49","133.39","118.16","32.27","15.75","4.04"
"132","1977","3","Gujarat","Kutch","5.65","2.03","1.37","1.22","9.85","62.61","144.0","94.35","129.01","30.44","11.33","4.17"
"132","1978","3","Gujarat","Kutch","2.91","4.08","1.4","1.37","0.88","104.45","135.3","127.0","23.38","6.31","13.94","5.04"
"132","1979","3","Gujarat","Kutch","1.29","6.51","0.79","0.81","1.08","47.12","36.43","138.74","61.64","16.36","28.21","4.34"
"132","1980","3","Gujarat","Kutch","3.63","2.2","1.2","0.92","0.98","107.76","149.51","84.93","36.94","7.71","5.74","19.9"
"132","1981","3","Gujarat","Kutch","4.02","1.86","14.27","0.93","2.76","9.59","152.94","126.07","85.91","27.16","19.44","3.39"
"132","1982","3","Gujarat","Kutch","2.56","2.21","2.75","2.01","8.41","3.93","124.88","65.03","13.36","1.69","15.64","0.79"
"132","1983","3","Gujarat","Kutch","1.43","0.91","0.43","1.78","0.67","17.24","136.18","137.16","58.49","14.0","4.17","2.64"
"132","1984","3","Gujarat","Kutch","1.85","1.38","1.07","0.98","0.7","7.1","64.86","127.74","137.96","32.53","7.64","4.08"
"132","1985","3","Gujarat","Kutch","2.62","1.84","1.38","1.86","5.07","24.14","70.64","114.08","29.8","7.01","0.98","0.72"
"132","1986","3","Gujarat","Kutch","0.56","0.59","1.36","0.64","0.76","43.84","34.77","98.12","1.38","0.28","0.16","0.94"
"132","1987","3","Gujarat","Kutch","0.23","0.37","7.02","0.11","1.21","3.47","7.04","23.7","1.6","0.08","0.07","2.13"
"132","1988","3","Gujarat","Kutch","0.16","0.06","0.08","0.4","0.04","4.47","151.39","131.23","99.99","22.47","8.24","4.68"
"132","1989","3","Gujarat","Kutch","5.39","2.27","1.91","1.29","1.03","33.25","152.18","95.21","29.01","8.56","4.78","3.16"
"132","1990","3","Gujarat","Kutch","2.59","4.43","1.66","1.04","2.97","4.0","35.26","136.17","128.06","39.54","9.88","8.65"
"132","1991","3","Gujarat","Kutch","3.54","3.14","1.74","1.28","1.02","2.39","77.36","23.33","13.87","0.9","0.69","5.22"
"132","1992","3","Gujarat","Kutch","6.35","0.62","0.46","0.3","0.46","3.15","153.71","126.66","109.23","30.14","9.31","5.04"
"132","1993","3","Gujarat","Kutch","3.77","4.66","1.71","1.87","1.09","4.49","146.43","26.95","32.92","6.05","21.44","1.59"
"132","1994","3","Gujarat","Kutch","3.24","1.11","0.77","0.88","0.57","11.61","146.65","133.48","143.56","59.8","11.85","6.86"
"132","1995","3","Gujarat","Kutch","5.96","2.92","1.94","1.5","1.14","2.18","150.06","41.63","20.35","16.42","3.77","2.51"
"132","1996","3","Gujarat","Kutch","2.35","1.73","1.52","0.83","1.46","61.51","132.42","41.51","35.61","7.26","1.67","1.2"
"132","1997","3","Gujarat","Kutch","3.43","0.72","9.75","1.26","1.23","48.49","67.56","90.44","132.56","39.87","7.22","3.66"
"132","1998","3","Gujarat","Kutch","2.38","3.87","6.07","1.02","0.72","37.52","152.56","89.27","67.0","39.49","5.31","3.07"
"132","1999","3","Gujarat","Kutch","2.27","3.24","1.26","0.93","1.25","35.99","53.37","18.96","13.13","43.01","5.42","0.28"
"132","2000","3","Gujarat","Kutch","0.6","0.35","0.21","0.19","0.39","5.23","150.77","94.02","24.95","7.56","4.01","2.67"
"132","2001","3","Gujarat","Kutch","1.82","1.36","1.07","1.56","7.08","70.95","138.89","65.17","10.84","8.92","2.94","2.06"
"132","2002","3","Gujarat","Kutch","1.53","1.28","0.97","0.79","0.65","23.12","9.55","61.95","10.49","0.32","1.53","3.34"
"132","2003","3","Gujarat","Kutch","1.16","2.88","0.21","0.18","0.17","21.93","136.15","128.5","68.15","14.63","6.96","4.12"
"132","2004","3","Gujarat","Kutch","4.25","2.02","1.54","1.24","2.14","34.88","62.61","114.95","18.75","26.65","2.12","2.19"
"132","2005","3","Gujarat","Kutch","2.14","1.13","0.69","0.89","1.84","27.91","87.8","120.2","124.6","28.99","7.41","5.61"
"132","2006","3","Gujarat","Kutch","2.35","1.64","28.03","0.96","0.77","13.5","144.03","129.11","126.74","58.33","14.62","6.8"
"132","2007","3","Gujarat","Kutch","3.92","6.31","18.6","1.59","1.33","50.13","128.6","120.46","119.88","29.12","7.82","7.08"
"132","2008","3","Gujarat","Kutch","2.9","1.86","1.5","3.39","1.14","30.54","137.21","89.25","121.97","26.79","6.75","6.49"
"132","2009","3","Gujarat","Kutch","2.24","1.52","2.09","0.89","0.77","40.81","139.77","112.09","75.55","13.07","6.88","3.88"
"132","2010","3","Gujarat","Kutch","2.83","2.64","1.45","1.22","0.94","41.61","136.66","123.02","129.02","70.41","27.93","6.96"
"132","2011","3","Gujarat","Kutch","4.28","4.04","2.01","1.53","1.23","26.18","94.85","129.15","94.76","22.49","7.64","4.21"
"132","2012","3","Gujarat","Kutch","2.77","1.98","1.5","1.49","0.97","7.57","29.98","47.97","133.54","42.71","9.79","8.56"
"132","2013","3","Gujarat","Kutch","4.0","2.72","23.94","2.91","1.02","36.93","102.53","112.76","77.83","23.23","4.39","2.33"
"132","2014","3","Gujarat","Kutch","2.01","1.05","1.77","2.17","0.61","2.29","107.67","61.44","133.41","49.88","14.13","5.38"
"132","2015","3","Gujarat","Kutch","4.99","2.29","5.3","2.67","1.29","63.6","150.35","30.61","60.51","3.51","2.67","1.63"
"133","1958","3","Gujarat","Mehsana","32.91","25.41","14.84","9.63","6.13","47.0","138.48","115.22","137.25","102.41","57.21","36.87"
"133","1959","3","Gujarat","Mehsana","33.3","24.92","14.61","10.89","6.1","45.4","137.41","123.98","133.39","100.04","52.73","37.54"
"133","1960","3","Gujarat","Mehsana","32.38","22.39","12.5","7.9","6.28","81.56","141.45","102.96","66.4","11.1","5.11","4.59"
"133","1961","3","Gujarat","Mehsana","2.96","6.63","1.93","1.62","2.39","87.22","131.8","111.31","132.86","85.0","45.89","35.55"
"133","1962","3","Gujarat","Mehsana","25.07","19.04","61.15","7.88","6.67","27.46","138.63","113.1","133.23","47.23","23.66","14.61"
"133","1963","3","Gujarat","Mehsana","11.19","6.02","22.99","4.28","3.6","37.65","142.66","125.45","137.67","98.64","57.35","41.88"
"133","1964","3","Gujarat","Mehsana","28.98","17.85","10.26","6.79","9.05","36.51","140.0","127.73","129.4","79.29","45.09","26.73"
"133","1965","3","Gujarat","Mehsana","27.71","9.63","24.21","5.25","4.18","5.13","143.42","118.52","93.51","65.62","29.7","15.38"
"133","1966","3","Gujarat","Mehsana","10.07","6.34","4.62","3.52","5.31","65.47","144.0","62.12","140.56","69.02","30.22","15.1"
"133","1967","3","Gujarat","Mehsana","9.22","6.29","52.35","3.76","2.77","85.79","136.45","122.43","124.79","75.29","36.87","36.92"
"133","1968","3","Gujarat","Mehsana","23.61","18.67","29.82","6.82","4.89","6.99","138.51","126.3","54.81","18.72","9.96","6.62"
"133","1969","3","Gujarat","Mehsana","4.76","4.46","2.83","2.29","1.89","43.81","141.37","80.7","101.69","6.0","5.45","6.16"
"133","1970","3","Gujarat","Mehsana","2.86","3.27","1.97","1.89","2.63","112.74","134.65","117.53","130.78","84.66","42.04","29.75"
"133","1971","3","Gujarat","Mehsana","28.8","25.29","16.19","9.53","7.93","116.36","130.98","112.8","117.68","59.65","23.49","17.51"
"133","1972","3","Gujarat","Mehsana","10.28","10.07","4.92","3.72","3.28","32.28","140.41","126.76","17.99","6.26","4.39","3.3"
"133","1973","3","Gujarat","Mehsana","7.0","2.66","1.73","1.46","4.03","95.49","133.54","125.65","129.3","80.13","41.37","37.6"
"133","1974","3","Gujarat","Mehsana","25.39","20.02","11.93","7.6","29.09","22.81","70.93","48.75","49.61","26.6","1.44","5.42"
"133","1975","3","Gujarat","Mehsana","1.29","0.94","0.85","0.74","0.69","131.75","135.32","122.94","136.05","110.39","48.27","33.48"
"133","1976","3","Gujarat","Mehsana","32.9","23.93","16.9","8.59","5.89","116.34","141.24","126.9","124.25","78.89","51.19","26.83"
"133","1977","3","Gujarat","Mehsana","31.31","14.13","8.27","6.37","19.88","129.78","136.32","125.29","138.72","81.01","47.03","27.95"
"133","1978","3","Gujarat","Mehsana","25.48","23.0","11.4","9.24","5.17","86.17","133.5","124.06","85.55","58.32","34.47","22.42"
"133","1979","3","Gujarat","Mehsana","8.97","11.66","4.48","3.9","3.85","52.04","95.05","123.13","75.86","35.06","39.33","7.91"
"133","1980","3","Gujarat","Mehsana","6.3","5.05","3.18","2.54","2.17","179.5","139.48","124.4","63.83","24.24","13.39","23.92"
"133","1981","3","Gujarat","Mehsana","7.42","4.08","32.54","2.77","5.26","37.57","145.34","124.43","123.25","87.69","53.81","33.36"
"133","1982","3","Gujarat","Mehsana","29.05","16.69","13.06","8.14","22.33","20.18","143.78","117.31","60.29","30.25","47.08","8.71"
"133","1983","3","Gujarat","Mehsana","7.0","4.38","3.37","3.95","3.97","41.76","139.53","126.35","129.98","90.31","43.55","32.63"
"133","1984","3","Gujarat","Mehsana","26.25","16.45","9.72","6.52","4.72","21.66","139.83","123.24","110.19","71.73","37.12","25.38"
