"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"129","1998","3","Gujarat","Jamnagar","98.91","112.58","156.79","199.43","213.03","88.41","0.0","4.64","38.51","37.58","71.54"
"129","1999","3","Gujarat","Jamnagar","91.74","111.46","162.06","179.93","210.28","56.95","34.35","106.8","108.56","77.0","104.27"
"129","2000","3","Gujarat","Jamnagar","105.77","113.4","168.24","212.96","211.24","177.87","0.0","7.36","53.51","93.97","92.19"
"129","2001","3","Gujarat","Jamnagar","95.72","112.86","169.18","185.71","190.73","16.24","0.0","32.36","83.69","116.78","102.84"
"129","2002","3","Gujarat","Jamnagar","103.45","116.95","168.67","195.68","223.53","104.28","130.54","7.73","114.87","136.35","97.48"
"129","2003","3","Gujarat","Jamnagar","103.25","114.61","161.77","196.5","212.83","121.8","0.0","0.0","42.68","82.4","83.06"
"129","2004","3","Gujarat","Jamnagar","86.3","109.5","159.9","204.22","197.32","86.95","9.62","0.0","54.22","59.1","83.16"
"129","2005","3","Gujarat","Jamnagar","92.71","109.5","164.68","183.36","200.72","106.39","2.99","0.0","0.3","57.99","61.98"
"129","2006","3","Gujarat","Jamnagar","85.67","105.49","120.02","186.1","214.68","126.18","0.0","0.0","10.94","54.54","61.0"
"129","2007","3","Gujarat","Jamnagar","88.0","107.4","141.0","182.27","202.18","45.29","0.0","0.17","0.0","59.85","63.5"
"129","2008","3","Gujarat","Jamnagar","90.17","104.02","161.06","184.87","214.53","78.38","0.0","8.13","0.0","51.14","68.6"
"129","2009","3","Gujarat","Jamnagar","96.39","106.76","165.06","186.82","204.22","33.46","0.0","7.13","42.02","85.2","80.73"
"129","2010","3","Gujarat","Jamnagar","89.54","103.88","166.31","196.04","215.36","98.99","0.0","0.0","0.04","47.19","36.62"
"129","2011","3","Gujarat","Jamnagar","82.43","103.81","156.78","184.83","209.63","79.0","0.0","0.0","18.22","69.42","77.37"
"129","2012","3","Gujarat","Jamnagar","86.51","106.26","154.02","179.56","198.66","149.72","87.46","69.52","0.04","101.19","83.18"
"129","2013","3","Gujarat","Jamnagar","86.42","103.57","139.75","177.13","201.1","67.5","0.0","7.61","16.12","62.51","75.92"
"129","2014","3","Gujarat","Jamnagar","105.67","105.02","148.73","169.51","194.19","161.04","0.0","2.21","0.0","40.88","52.45"
"129","2015","3","Gujarat","Jamnagar","80.59","100.75","137.19","182.51","200.18","4.95","0.0","64.06","34.67","112.95","100.31"
"130","1958","3","Gujarat","Junagadh","83.31","104.35","164.55","184.53","200.07","91.9","0.0","0.0","0.0","20.18","44.66"
"130","1959","3","Gujarat","Junagadh","86.39","103.75","164.56","189.5","209.57","74.33","0.0","7.16","0.0","33.16","50.56"
"130","1960","3","Gujarat","Junagadh","95.98","116.13","159.19","183.09","202.16","9.6","0.0","30.3","37.26","101.02","95.77"
"130","1961","3","Gujarat","Junagadh","108.79","107.77","170.36","181.56","204.08","30.3","0.0","0.0","0.0","36.5","54.12"
"130","1962","3","Gujarat","Junagadh","88.04","106.94","126.88","183.77","198.51","130.89","0.0","0.01","0.0","49.13","56.54"
"130","1963","3","Gujarat","Junagadh","101.92","114.81","170.42","188.05","211.7","122.17","0.0","0.0","23.95","39.05","57.09"
"130","1964","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","2.43","217.13","388.61","347.27","181.29","0.0","0.0"
"130","1965","3","Gujarat","Junagadh","0.06","0.0","0.39","0.07","0.47","0.21","424.84","196.04","82.64","0.69","4.46"
"130","1966","3","Gujarat","Junagadh","0.0","0.0","0.0","0.04","1.9","126.1","273.11","12.89","110.86","0.55","0.0"
"130","1967","3","Gujarat","Junagadh","0.0","0.0","5.87","0.16","0.0","152.04","594.14","78.03","32.04","0.24","0.0"
"130","1968","3","Gujarat","Junagadh","0.04","0.14","3.33","0.0","0.0","12.7","233.89","329.9","58.96","17.08","0.06"
"130","1969","3","Gujarat","Junagadh","99.71","109.48","161.97","184.53","210.36","100.57","0.0","27.54","54.32","104.33","100.34"
"130","1970","3","Gujarat","Junagadh","97.67","114.36","165.46","182.49","204.47","61.08","0.0","0.0","0.0","33.67","52.74"
"130","1971","3","Gujarat","Junagadh","88.99","106.45","156.42","185.81","201.19","28.43","0.0","0.0","0.32","49.76","58.95"
"130","1972","3","Gujarat","Junagadh","91.51","105.53","159.44","183.36","202.9","31.34","0.0","49.76","103.11","125.64","108.88"
"130","1973","3","Gujarat","Junagadh","103.19","118.16","163.04","193.87","217.55","121.11","0.0","15.04","20.5","66.74","80.61"
"130","1974","3","Gujarat","Junagadh","97.72","118.46","168.94","191.21","197.24","161.9","16.32","74.39","89.71","90.92","109.07"
"130","1975","3","Gujarat","Junagadh","105.15","116.57","164.11","187.68","206.4","43.29","17.48","0.0","0.0","30.53","70.48"
"130","1976","3","Gujarat","Junagadh","86.64","107.24","160.8","182.09","210.88","72.54","0.0","0.19","8.43","76.97","70.86"
"130","1977","3","Gujarat","Junagadh","98.01","113.64","168.06","191.22","204.95","45.51","0.0","1.72","0.0","49.46","61.68"
"130","1978","3","Gujarat","Junagadh","91.08","110.46","160.48","179.07","207.62","0.0","2.2","0.0","41.31","57.18","91.47"
"130","1979","3","Gujarat","Junagadh","99.41","109.63","163.39","180.14","206.85","0.78","51.6","0.0","16.02","48.92","41.06"
"130","1980","3","Gujarat","Junagadh","94.18","111.36","162.84","179.56","205.66","0.0","0.0","0.28","31.16","66.93","88.98"
"130","1981","3","Gujarat","Junagadh","103.4","111.19","138.96","181.66","204.81","97.26","0.0","0.0","5.09","26.36","38.73"
"130","1982","3","Gujarat","Junagadh","89.68","105.3","156.45","182.12","180.49","160.32","0.0","0.53","31.02","70.88","44.89"
"130","1983","3","Gujarat","Junagadh","101.1","112.22","163.65","181.09","211.98","0.0","0.0","0.0","13.35","45.08","63.83"
"130","1984","3","Gujarat","Junagadh","100.1","119.54","165.42","189.53","207.58","96.05","0.0","0.04","0.0","51.71","63.41"
"130","1985","3","Gujarat","Junagadh","99.15","116.0","168.69","187.91","193.47","154.89","35.76","0.03","62.01","80.47","103.14"
"130","1986","3","Gujarat","Junagadh","110.9","118.46","175.0","197.69","213.24","0.0","54.46","18.25","85.01","129.82","107.72"
"130","1987","3","Gujarat","Junagadh","117.0","119.04","173.12","203.21","204.5","145.58","88.58","29.54","135.33","145.24","120.61"
"130","1988","3","Gujarat","Junagadh","109.09","127.54","173.52","194.98","216.98","132.93","0.0","7.11","0.0","50.47","62.22"
"130","1989","3","Gujarat","Junagadh","96.82","110.39","161.04","188.97","199.55","8.23","0.0","15.95","38.02","83.37","92.49"
"130","1990","3","Gujarat","Junagadh","105.79","116.72","160.81","188.49","200.98","110.27","60.77","0.0","25.24","57.84","83.13"
"130","1991","3","Gujarat","Junagadh","98.15","111.17","160.83","183.2","199.91","162.63","0.0","17.9","54.14","94.49","97.09"
"130","1992","3","Gujarat","Junagadh","99.87","114.36","165.35","178.84","206.5","127.95","0.0","0.01","0.0","45.12","62.72"
"130","1993","3","Gujarat","Junagadh","103.97","116.33","168.06","195.16","215.18","131.96","0.0","40.59","29.46","67.33","99.13"
"130","1994","3","Gujarat","Junagadh","107.86","121.69","175.84","190.06","207.37","122.23","0.0","1.7","0.0","49.77","67.18"
"130","1995","3","Gujarat","Junagadh","104.92","117.81","168.15","185.68","201.71","159.93","0.0","30.43","41.05","104.42","103.77"
"130","1996","3","Gujarat","Junagadh","113.89","124.82","181.15","190.67","207.8","12.01","0.0","23.16","43.93","72.88","89.0"
"130","1997","3","Gujarat","Junagadh","98.26","112.68","167.47","171.17","199.36","14.98","0.0","0.09","0.0","48.03","62.77"
"130","1998","3","Gujarat","Junagadh","94.71","111.86","159.81","188.54","205.98","19.42","0.0","0.0","30.76","10.14","54.44"
"130","1999","3","Gujarat","Junagadh","89.47","108.79","160.45","173.69","197.93","8.77","0.45","64.2","66.71","72.91","105.6"
"130","2000","3","Gujarat","Junagadh","103.24","111.19","163.05","191.6","198.77","118.03","0.0","0.46","45.79","74.55","91.18"
"130","2001","3","Gujarat","Junagadh","98.82","112.32","163.15","177.85","187.54","1.17","0.0","5.66","49.69","71.42","91.95"
"130","2002","3","Gujarat","Junagadh","103.65","115.77","165.17","185.14","207.97","52.68","112.16","0.0","61.01","108.26","95.6"
"130","2003","3","Gujarat","Junagadh","101.59","114.18","161.44","184.1","199.76","57.15","0.0","0.0","33.64","66.49","80.48"
"130","2004","3","Gujarat","Junagadh","91.42","107.88","163.08","188.41","192.0","34.47","0.0","0.0","17.12","39.59","60.57"
"130","2005","3","Gujarat","Junagadh","90.84","107.88","160.05","174.69","189.6","85.31","0.0","0.0","0.0","47.68","58.0"
"130","2006","3","Gujarat","Junagadh","87.9","109.84","129.45","175.77","202.44","56.26","0.0","0.0","6.79","46.55","58.9"
"130","2007","3","Gujarat","Junagadh","91.93","107.45","155.48","179.04","194.06","9.94","0.0","0.05","0.0","49.28","60.63"
"130","2008","3","Gujarat","Junagadh","92.7","106.37","162.51","176.85","198.45","49.87","0.0","3.23","0.0","49.11","64.4"
"130","2009","3","Gujarat","Junagadh","99.07","110.39","165.45","187.04","195.18","6.74","0.0","1.56","38.18","70.69","70.51"
"130","2010","3","Gujarat","Junagadh","94.96","108.0","163.44","184.49","206.17","84.7","0.0","0.0","0.0","42.19","28.97"
"130","2011","3","Gujarat","Junagadh","89.28","106.0","157.22","182.63","196.35","9.03","0.0","0.0","1.71","49.6","65.27"
"130","2012","3","Gujarat","Junagadh","90.39","108.17","156.62","172.33","189.6","127.32","45.93","45.12","0.0","80.8","85.95"
"130","2013","3","Gujarat","Junagadh","95.5","108.23","155.38","172.95","193.52","7.59","0.0","1.86","0.0","29.29","50.01"
"130","2014","3","Gujarat","Junagadh","98.86","102.92","149.11","167.05","187.71","110.17","0.0","0.0","0.0","32.3","50.8"
"130","2015","3","Gujarat","Junagadh","86.77","103.18","134.17","173.83","195.72","0.53","0.0","45.52","4.89","85.48","94.13"
"131","1958","3","Gujarat","Kheda","54.59","73.53","144.28","197.2","222.51","116.81","0.0","0.0","0.0","18.73","43.42"
"131","1959","3","Gujarat","Kheda","56.38","72.73","144.94","191.01","245.09","126.32","0.0","0.0","0.0","22.7","42.29"
"131","1960","3","Gujarat","Kheda","61.09","82.8","150.33","190.4","230.28","52.15","0.0","0.49","18.2","103.93","96.71"
"131","1961","3","Gujarat","Kheda","105.04","106.08","173.3","188.37","219.71","109.45","0.0","0.0","0.0","43.31","46.75"
"131","1962","3","Gujarat","Kheda","59.68","81.97","101.06","185.65","224.94","153.51","0.0","0.02","0.0","56.32","49.78"
"131","1963","3","Gujarat","Kheda","75.36","101.87","142.93","193.01","242.98","150.54","0.0","0.0","0.0","38.17","38.17"
"131","1964","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","4.61","44.36","416.69","196.91","180.7","0.01","0.09"
"131","1965","3","Gujarat","Kheda","3.15","0.0","9.69","0.55","0.69","3.04","461.07","138.45","30.7","0.0","0.72"
"131","1966","3","Gujarat","Kheda","0.28","0.0","0.01","0.02","2.9","72.36","335.84","40.46","249.11","0.0","0.01"
"131","1967","3","Gujarat","Kheda","0.0","0.0","24.05","0.59","0.0","114.22","474.77","205.4","141.16","0.67","0.0"
"131","1968","3","Gujarat","Kheda","0.17","1.74","11.87","0.0","0.0","13.39","193.21","260.74","50.93","3.71","0.01"
"131","1969","3","Gujarat","Kheda","75.7","89.75","148.71","190.11","221.66","105.05","0.0","5.48","0.0","69.75","61.62"
"131","1970","3","Gujarat","Kheda","69.51","96.38","136.23","178.06","215.96","0.2","0.0","0.0","0.0","41.31","37.46"
"131","1971","3","Gujarat","Kheda","49.44","68.39","122.17","175.92","202.1","29.73","0.0","0.0","1.48","57.25","47.05"
"131","1972","3","Gujarat","Kheda","60.25","82.21","136.06","175.9","219.67","147.33","0.0","0.0","77.26","108.84","81.95"
"131","1973","3","Gujarat","Kheda","84.56","108.58","154.28","192.56","235.43","106.89","0.0","0.0","0.0","44.51","41.43"
"131","1974","3","Gujarat","Kheda","55.45","75.06","136.31","181.89","182.58","162.63","15.16","60.53","54.87","99.11","91.75"
"131","1975","3","Gujarat","Kheda","94.21","109.03","158.92","199.92","243.84","63.28","0.56","0.0","0.0","29.23","42.76"
"131","1976","3","Gujarat","Kheda","52.12","72.89","141.2","188.44","239.97","10.34","0.0","0.0","0.36","49.48","35.47"
"131","1977","3","Gujarat","Kheda","58.9","77.0","143.37","198.6","207.08","30.32","0.0","0.0","0.0","47.76","46.05"
"131","1978","3","Gujarat","Kheda","56.62","71.32","138.46","179.48","227.74","67.34","0.0","0.0","35.64","59.5","60.06"
"131","1979","3","Gujarat","Kheda","80.98","100.6","173.29","200.32","210.48","99.24","18.32","0.0","37.81","73.77","45.96"
"131","1980","3","Gujarat","Kheda","86.37","107.14","172.84","196.06","245.35","0.09","0.0","0.0","44.24","74.74","67.0"
"131","1981","3","Gujarat","Kheda","76.23","99.23","149.91","187.66","234.13","132.5","0.0","0.0","1.02","30.53","39.44"
"131","1982","3","Gujarat","Kheda","58.91","74.67","139.88","188.52","176.29","170.02","0.0","0.0","69.76","89.73","52.4"
"131","1983","3","Gujarat","Kheda","92.76","110.78","167.96","203.16","243.28","103.83","0.0","0.0","0.4","32.53","41.73"
"131","1984","3","Gujarat","Kheda","60.4","85.4","148.18","189.59","224.01","153.21","0.0","0.0","6.61","50.18","49.22"
"131","1985","3","Gujarat","Kheda","70.22","86.13","152.9","196.6","234.67","193.58","0.0","0.0","53.54","52.35","59.87"
"131","1986","3","Gujarat","Kheda","90.15","110.72","174.28","212.02","248.17","10.22","16.74","0.16","114.96","140.8","108.55"
"131","1987","3","Gujarat","Kheda","106.44","115.64","169.88","226.9","234.27","165.63","72.37","0.0","127.42","130.51","106.12"
"131","1988","3","Gujarat","Kheda","97.46","120.18","172.94","201.71","252.7","143.5","0.0","0.0","0.0","48.26","45.57"
"131","1989","3","Gujarat","Kheda","62.82","85.11","133.67","194.96","228.4","90.37","0.0","0.0","34.1","61.08","60.35"
"131","1990","3","Gujarat","Kheda","72.56","100.21","161.18","203.72","219.71","151.62","0.0","0.0","0.0","42.41","49.01"
"131","1991","3","Gujarat","Kheda","58.9","78.09","141.71","186.42","226.06","151.06","0.0","9.65","47.77","68.24","66.92"
"131","1992","3","Gujarat","Kheda","77.08","100.3","158.8","194.44","236.68","170.22","0.0","0.0","0.0","52.13","55.49"
"131","1993","3","Gujarat","Kheda","66.61","94.69","160.71","204.69","243.81","160.94","0.0","19.24","0.5","48.11","52.43"
"131","1994","3","Gujarat","Kheda","66.39","94.07","158.74","196.41","237.04","86.68","0.0","0.0","0.0","51.94","57.44"
"131","1995","3","Gujarat","Kheda","71.56","101.06","152.55","191.75","231.11","173.01","0.0","19.2","13.12","87.58","85.36"
"131","1996","3","Gujarat","Kheda","105.17","128.45","180.74","207.11","242.46","111.68","0.0","0.0","3.74","35.0","43.27"
"131","1997","3","Gujarat","Kheda","60.68","79.17","152.19","175.87","211.66","58.44","0.0","0.0","0.0","56.75","54.01"
"131","1998","3","Gujarat","Kheda","75.5","100.58","157.57","196.54","228.2","92.39","0.0","0.0","0.0","34.5","44.15"
"131","1999","3","Gujarat","Kheda","60.48","84.48","148.97","185.04","225.24","37.94","0.0","41.45","33.18","37.13","65.55"
"131","2000","3","Gujarat","Kheda","84.47","105.97","169.15","210.1","229.16","109.12","0.0","2.53","45.68","67.17","64.74"
"131","2001","3","Gujarat","Kheda","78.03","97.36","158.46","182.72","221.2","1.85","0.0","0.0","61.9","65.91","72.69"
"131","2002","3","Gujarat","Kheda","90.4","115.98","158.57","195.6","254.88","64.03","81.54","0.23","27.89","133.48","90.71"
"131","2003","3","Gujarat","Kheda","103.48","115.07","162.87","205.22","237.89","122.28","0.0","0.0","17.57","53.25","48.37"
"131","2004","3","Gujarat","Kheda","62.95","90.99","144.99","203.39","217.63","84.13","0.0","0.0","37.41","49.77","50.53"
"131","2005","3","Gujarat","Kheda","62.83","90.99","148.58","177.02","203.88","5.28","0.0","0.0","0.0","46.93","41.04"
"131","2006","3","Gujarat","Kheda","52.76","71.66","100.12","176.8","223.99","59.87","0.0","0.0","0.0","45.07","40.87"
"131","2007","3","Gujarat","Kheda","56.74","71.72","129.76","178.11","214.29","91.38","0.0","0.0","0.0","46.28","43.68"
"131","2008","3","Gujarat","Kheda","58.34","72.7","135.74","173.19","229.07","131.03","0.0","0.0","0.0","46.91","48.01"
"131","2009","3","Gujarat","Kheda","58.85","76.31","137.84","178.12","223.34","158.36","0.0","0.03","35.56","59.61","54.86"
"131","2010","3","Gujarat","Kheda","66.16","89.39","149.92","192.88","234.91","116.16","0.0","0.0","0.0","43.99","35.74"
"131","2011","3","Gujarat","Kheda","53.37","70.13","133.29","173.34","217.75","146.32","0.0","0.0","1.94","48.36","46.86"
"131","2012","3","Gujarat","Kheda","56.64","76.69","133.61","170.95","202.0","140.14","12.32","0.0","0.0","47.48","42.01"
"131","2013","3","Gujarat","Kheda","56.91","74.87","125.08","158.47","209.18","47.19","0.0","0.0","0.0","18.53","38.97"
"131","2014","3","Gujarat","Kheda","57.29","63.27","118.76","153.72","187.13","185.02","0.0","0.2","0.0","40.9","39.81"
"131","2015","3","Gujarat","Kheda","51.12","67.96","113.52","160.53","194.95","39.74","0.0","27.57","3.69","64.19","54.29"
"132","1958","3","Gujarat","Kutch","92.44","110.96","173.45","207.7","216.22","183.34","4.86","71.19","6.88","85.23","87.0"
"132","1959","3","Gujarat","Kutch","99.19","116.58","175.89","202.17","239.0","173.9","0.0","11.54","0.06","76.16","75.85"
"132","1960","3","Gujarat","Kutch","101.18","115.39","165.34","193.41","215.9","158.97","49.17","110.41","136.6","157.97","116.62"
"132","1961","3","Gujarat","Kutch","110.17","108.26","180.05","192.43","222.92","116.24","0.0","6.34","0.47","70.22","92.79"
"132","1962","3","Gujarat","Kutch","86.06","110.2","135.33","198.9","207.06","195.61","29.18","43.22","37.19","126.37","102.68"
"132","1963","3","Gujarat","Kutch","119.52","127.93","189.39","213.32","233.84","205.27","111.51","57.82","61.28","134.32","109.5"
"132","1964","3","Gujarat","Kutch","0.32","0.07","0.0","0.0","1.44","44.02","222.51","167.93","38.52","0.0","0.0"
"132","1965","3","Gujarat","Kutch","2.95","0.0","2.39","1.73","0.27","0.14","293.94","99.95","8.75","0.02","0.29"
"132","1966","3","Gujarat","Kutch","0.14","0.3","0.01","0.0","0.07","37.46","164.99","3.85","67.5","1.49","0.0"
"132","1967","3","Gujarat","Kutch","0.0","0.0","29.99","0.12","0.0","23.68","553.47","83.39","41.28","0.56","0.56"
"132","1968","3","Gujarat","Kutch","1.86","0.57","3.59","0.0","0.3","1.08","66.16","91.28","12.7","1.36","0.0"
"132","1969","3","Gujarat","Kutch","108.61","115.04","173.99","207.12","222.3","191.56","41.46","113.94","141.56","151.33","107.08"
"132","1970","3","Gujarat","Kutch","100.05","119.13","164.99","198.55","235.77","165.54","24.38","0.0","4.28","70.79","80.96"
"132","1971","3","Gujarat","Kutch","90.1","110.75","160.5","208.53","228.13","158.17","1.01","36.49","89.86","140.73","92.56"
"132","1972","3","Gujarat","Kutch","95.8","106.3","167.93","204.83","218.14","158.83","82.4","116.7","153.45","144.64","106.27"
"132","1973","3","Gujarat","Kutch","97.51","122.31","166.69","208.01","243.7","181.43","9.02","48.7","86.86","134.25","97.17"
"132","1974","3","Gujarat","Kutch","97.6","119.86","178.61","210.67","221.67","210.42","146.6","127.16","124.61","136.61","106.27"
"132","1975","3","Gujarat","Kutch","100.91","117.01","171.41","204.52","238.99","146.86","80.71","4.21","5.01","77.48","82.44"
"132","1976","3","Gujarat","Kutch","82.73","110.16","164.72","208.52","247.34","178.89","2.55","6.09","20.57","113.75","97.82"
"132","1977","3","Gujarat","Kutch","94.4","114.69","175.04","221.51","225.74","126.41","3.0","45.54","18.12","110.43","98.63"
"132","1978","3","Gujarat","Kutch","89.87","105.62","167.73","197.35","236.18","83.0","11.86","12.76","122.08","139.38","108.69"
"132","1979","3","Gujarat","Kutch","102.44","104.77","174.44","200.68","215.59","149.92","125.14","0.6","88.9","133.4","89.97"
"132","1980","3","Gujarat","Kutch","97.75","111.45","166.46","197.06","234.76","71.32","0.74","51.61","111.85","143.22","105.27"
"132","1981","3","Gujarat","Kutch","97.34","113.57","159.85","200.39","230.16","198.24","4.55","12.76","56.44","119.14","85.76"
"132","1982","3","Gujarat","Kutch","102.71","110.49","160.59","203.73","192.57","198.26","25.5","74.04","135.77","152.49","106.17"
"132","1983","3","Gujarat","Kutch","103.89","114.23","179.49","209.48","235.68","176.47","14.76","1.18","86.91","138.45","97.94"
"132","1984","3","Gujarat","Kutch","103.83","120.38","174.0","212.57","233.78","194.15","87.06","5.83","8.24","106.36","91.33"
"132","1985","3","Gujarat","Kutch","102.3","114.68","173.29","207.84","214.33","187.33","86.07","24.55","121.84","137.98","104.95"
"132","1986","3","Gujarat","Kutch","108.19","113.52","172.5","215.89","230.3","150.7","127.44","41.19","150.14","163.28","120.44"
"132","1987","3","Gujarat","Kutch","109.06","114.28","168.81","211.63","217.95","196.72","164.26","131.56","161.86","157.05","114.3"
"132","1988","3","Gujarat","Kutch","101.27","124.22","179.26","216.53","242.54","193.82","0.0","8.44","46.27","135.99","93.29"
"132","1989","3","Gujarat","Kutch","91.64","109.79","162.4","199.69","208.89","151.21","0.0","40.67","112.5","135.58","103.59"
"132","1990","3","Gujarat","Kutch","97.67","115.53","167.77","212.14","233.77","201.81","128.51","0.26","16.76","102.67","100.7"
"132","1991","3","Gujarat","Kutch","94.29","111.36","156.03","196.67","216.7","200.02","73.22","117.43","138.33","147.28","115.04"
"132","1992","3","Gujarat","Kutch","95.52","114.13","173.47","196.05","217.09","203.63","0.0","7.66","34.17","115.33","96.33"
"132","1993","3","Gujarat","Kutch","100.31","113.04","170.54","213.89","242.73","198.7","11.14","124.38","126.31","145.74","92.67"
"132","1994","3","Gujarat","Kutch","106.78","123.26","175.47","213.92","235.2","178.81","0.34","4.63","0.21","82.41","97.95"
"132","1995","3","Gujarat","Kutch","108.98","122.33","177.42","203.35","219.58","203.01","1.14","105.73","136.4","148.18","119.21"
"132","1996","3","Gujarat","Kutch","120.64","132.46","192.71","214.78","238.44","142.38","26.81","104.18","121.42","149.16","107.28"
"132","1997","3","Gujarat","Kutch","97.12","117.27","161.57","187.97","217.14","133.28","82.63","47.86","10.87","100.23","105.07"
"132","1998","3","Gujarat","Kutch","100.18","110.44","156.88","206.3","213.38","156.25","1.9","56.74","83.61","103.22","93.55"
"132","1999","3","Gujarat","Kutch","94.61","116.44","164.71","190.79","225.85","159.27","103.56","123.88","142.46","97.09","101.26"
"132","2000","3","Gujarat","Kutch","106.28","116.42","172.98","230.58","234.93","210.19","2.36","48.84","127.28","137.4","101.25"
"132","2001","3","Gujarat","Kutch","93.64","110.76","168.55","194.56","224.1","116.46","0.78","70.48","136.98","138.38","103.81"
"132","2002","3","Gujarat","Kutch","95.7","110.98","165.43","202.66","238.16","166.04","150.03","75.59","139.52","145.67","99.83"
"132","2003","3","Gujarat","Kutch","98.25","114.03","163.38","210.66","225.22","170.28","0.0","2.91","72.73","124.8","92.19"
"132","2004","3","Gujarat","Kutch","85.37","107.56","155.1","214.51","213.11","153.88","83.36","22.3","125.17","104.3","90.82"
"132","2005","3","Gujarat","Kutch","91.97","107.56","166.76","187.28","207.18","154.57","67.08","16.44","16.71","105.9","85.94"
"132","2006","3","Gujarat","Kutch","90.46","110.28","128.4","197.77","226.83","172.84","6.47","0.0","6.62","83.48","76.24"
"132","2007","3","Gujarat","Kutch","87.56","109.01","133.49","185.39","209.76","123.17","15.87","10.69","19.37","109.17","85.28"
"132","2008","3","Gujarat","Kutch","89.25","101.41","162.31","191.29","234.29","154.53","14.39","40.3","20.11","116.72","98.58"
"132","2009","3","Gujarat","Kutch","98.7","108.29","163.31","187.9","213.33","139.24","0.0","20.89","65.79","126.19","91.89"
"132","2010","3","Gujarat","Kutch","85.44","102.34","166.08","201.86","220.47","142.39","0.0","0.0","2.72","68.94","67.83"
"132","2011","3","Gujarat","Kutch","84.69","102.09","156.66","182.38","221.49","173.0","48.57","0.3","39.28","110.44","88.51"
"132","2012","3","Gujarat","Kutch","82.42","102.04","153.12","182.84","202.96","181.22","115.05","89.19","0.38","87.69","79.0"
"132","2013","3","Gujarat","Kutch","78.22","101.0","129.4","173.1","202.57","125.65","33.37","15.83","63.02","102.97","85.92"
"132","2014","3","Gujarat","Kutch","104.02","101.7","146.52","166.82","189.91","186.45","38.13","66.32","1.7","82.96","87.32"
"132","2015","3","Gujarat","Kutch","84.55","104.72","145.39","190.4","198.78","98.72","4.73","99.96","77.12","133.57","99.6"
"133","1958","3","Gujarat","Mehsana","60.68","87.64","152.84","202.57","229.8","154.93","0.0","7.71","0.0","22.77","43.77"
"133","1959","3","Gujarat","Mehsana","63.18","87.38","157.55","198.62","258.2","162.18","0.0","0.08","0.0","30.98","44.82"
"133","1960","3","Gujarat","Mehsana","66.92","98.24","156.02","196.66","233.97","109.79","0.31","21.79","72.92","130.32","101.05"
"133","1961","3","Gujarat","Mehsana","101.92","105.5","170.59","189.22","224.66","110.26","0.0","11.57","0.0","42.78","46.35"
"133","1962","3","Gujarat","Mehsana","63.24","89.61","89.22","187.04","225.21","172.46","0.0","9.3","0.0","81.61","67.81"
"133","1963","3","Gujarat","Mehsana","99.46","120.95","160.16","205.94","255.66","175.47","0.0","0.0","0.0","40.45","43.68"
"133","1964","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","4.4","34.56","323.76","182.16","125.91","0.0","0.0"
"133","1965","3","Gujarat","Mehsana","12.5","0.0","18.65","0.57","0.64","2.43","405.09","109.86","29.04","0.0","0.2"
"133","1966","3","Gujarat","Mehsana","0.78","0.0","0.0","0.0","2.66","66.54","246.84","27.32","241.21","0.0","0.0"
"133","1967","3","Gujarat","Mehsana","0.0","0.0","50.28","0.27","0.0","87.94","392.01","145.45","115.35","3.13","0.0"
"133","1968","3","Gujarat","Mehsana","0.57","1.45","20.55","0.0","0.0","3.46","178.52","177.48","24.73","1.35","0.0"
"133","1969","3","Gujarat","Mehsana","88.07","96.96","154.75","200.41","230.35","149.57","0.01","40.31","33.2","121.98","85.45"
"133","1970","3","Gujarat","Mehsana","83.94","103.36","150.09","186.23","234.61","64.05","1.43","0.0","0.0","36.57","37.43"
"133","1971","3","Gujarat","Mehsana","53.05","77.58","132.38","181.61","220.12","75.46","0.0","8.36","13.64","68.54","54.7"
"133","1972","3","Gujarat","Mehsana","76.91","93.79","146.35","186.5","224.79","162.36","0.98","0.75","120.43","125.38","88.73"
"133","1973","3","Gujarat","Mehsana","84.26","113.59","155.88","198.99","245.57","105.08","0.0","0.0","0.0","42.92","41.78"
"133","1974","3","Gujarat","Mehsana","61.08","88.85","142.94","196.59","194.47","188.29","68.51","81.64","88.61","104.88","86.21"
"133","1975","3","Gujarat","Mehsana","92.39","106.91","159.91","202.64","253.01","55.44","0.01","0.0","0.0","34.3","43.06"
"133","1976","3","Gujarat","Mehsana","56.04","87.22","155.21","199.9","257.18","81.86","0.0","0.0","9.58","56.13","50.11"
"133","1977","3","Gujarat","Mehsana","67.71","100.17","156.64","214.44","222.32","51.29","0.0","1.27","0.0","47.14","50.01"
